,meter,source,statement,context,tags,TRUE,mostly-true,half-true,barely-true,FALSE,pants-fire
765,mostly-false,Facebook posts,“California has six extra” congressional representatives “because illegals are counted” in the census.,a Facebook post,"['Elections', 'Wisconsin', 'Dean Knudson']",0,0,0,0,1,0
766,mostly-false,Martha McSally,"“Mark Kelly criticized the (Paycheck Protection Program), then turned around and took money for his own multi-million dollar company.”",a tweet,"['Elections', 'Wisconsin', 'Dean Knudson']",0,0,0,0,1,0
767,FALSE,Donald Trump,Children are “almost immune from this disease.”,a Fox and Friends interview,"['Elections', 'Wisconsin', 'Dean Knudson']",0,0,0,0,1,0
768,mostly-true,Mandy Cohen,There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,a press conference,"['North Carolina', 'Coronavirus', 'Mandy Cohen']",0,2,1,0,0,0
769,FALSE,Bloggers,“Israel dropped a tactical nuclear weapon on the port of Beirut.”,an article,"['North Carolina', 'Coronavirus', 'Mandy Cohen']",0,2,1,0,0,0
770,FALSE,Viral image,"Photo shows Angela Merkel, Theresa May and Dalia Grybauskaitė as teenagers.",a Facebook post,"['North Carolina', 'Coronavirus', 'Mandy Cohen']",0,2,1,0,0,0
771,fire,Bloggers,Say “Sam Hyde identified as perpitrator (sic) of Beirut explosion”,a Facebook post,"['North Carolina', 'Coronavirus', 'Mandy Cohen']",0,2,1,0,0,0
772,mostly-true,Brett Giroir,"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”",an interview on NBC's Meet the Press,"['National', 'Coronavirus', 'Brett Giroir']",0,2,0,0,0,0
773,mostly-true,The Family Foundation,"“...Virginia, more than any other state, had the steepest drop in the number of abortions between 2011 and 2017.”",a blog.,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
774,FALSE,Facebook posts,“At John Lewis funeral Obama told a room full of people that rooms full of people is too dangerous so we must mail in vote.”,a Facebook post,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
775,FALSE,Viral image,Photo shows “Myrtle Beach 30 minutes ago.”,a Facebook post,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
776,FALSE,Donald Trump,Says “Joe Biden is absolutely on board with defunding the police.”,Campaign ad,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
777,fire,Facebook posts,Says Bubba Watson wrote a viral Facebook post about Black Lives Matter.,a Facebook post,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
778,mostly-false,Viral image,Photo shows “7 Marines killed in training exercise yesterday.”,a Facebook post,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
779,mostly-true,Brett Giroir,“Five veterinary labs have their CLIA certification to officially test human patients. There are a lot of labs who are doing surveillance testing that don't need the CLIA certification.”,an appearance on CNN’s “State of the Union”,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
780,FALSE,Viral image,"Says Bill Gates said, “We need to develop a digital certificate that shows who has received all the vaccinations. Only those with all the required vaccinations may travel, visit churches, participate in sports and music events, get a job, etc.”",a Facebook post,"['Abortion', 'Virginia', 'The Family Foundation']",1,1,0,0,0,0
781,mostly-true,Bob Casey,Federal agents in Portland have been “kidnapping and holding citizens without charges.”,an interview,"['National', 'Criminal Justice', 'Pennsylvania', 'Bob Casey']",0,2,0,1,1,0
782,FALSE,Viral image,A photo shows a large crowd in Berlin protesting the “covid hoax.”,a Facebook post,"['National', 'Criminal Justice', 'Pennsylvania', 'Bob Casey']",0,2,0,1,1,0
783,mostly-false,Charles Schumer,"“You know what’s in this bill? No medical malpractice suits until 2024, even if they’re not COVID related.”",an MSNBC interview,"['National', 'Criminal Justice', 'Pennsylvania', 'Bob Casey']",0,2,0,1,1,0
784,mostly-false,Eric Esshaki,"Says Haley Stevens’ plan for “socialized medicine” would “eliminate 100,000 doctors and nurses.”",a campaign ad,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
785,FALSE,Viral image,"“$258,000/month: Amount Blake Griffin will pay in child support to ex Brynn Cameron.”",a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
786,FALSE,Facebook posts,The White House doctored a photo of a Donald Trump event “to make the crowd look bigger.”,a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
787,mostly-false,Donald Trump,"Under an executive order, “expensive insulin went from big dollars to virtual pennies … especially (for) our seniors.”",a tweet,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
788,FALSE,Viral image,“CNN is at it again. Putting a black guy’s head on a lily white dude to push an agenda.”,a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
789,FALSE,Facebook posts,Says Target ended its “Heroes & Helpers” program that pairs children with police officers for holiday shopping trips.,a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
790,FALSE,Facebook posts,Says Milwaukee police were protecting a sex offender's house and snuck children out of it after a mother tracked her missing daughter to that address.,Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
791,FALSE,Facebook posts,A study from the CDC and the WHO “proves face masks do not prevent the spread of a virus.”,a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
792,FALSE,Donald Trump,Absentee voting is different from mail-in voting and has more protections against fraud.,a press conference,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
793,FALSE,Facebook posts,"Says Herman Cain died of cancer, not COVID-19.",a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
794,FALSE,Viral image,Says George Floyd appeared on Judge Judy.,a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
795,FALSE,Viral image,“The first Statue of Liberty given to the U.S. by France was a Black woman which the U.S. rejected.”,a post on Facebook,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
796,mostly-false,Facebook posts,"“Mississippi got 10,145 warrants for unemployment fraud!!”",a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
797,mostly-false,Facebook posts,“Florida is doing over five times better” than New Jersey and New York in COVID-19 deaths per million people.,a Facebook post,"['Health Care', 'Health Check', 'Michigan', 'Eric Esshaki']",0,0,0,1,0,0
798,half-true,Stacey Abrams,"“Right now, we are about 4% behind the (census) response rate where we were in 2010. But for Black and Latino and Native American communities, they’re behind by 10%.”",an MSNBC interview,"['Census', 'Stacey Abrams']",1,2,5,0,1,0
799,fire,Viral image,Says Donald Trump was caught on a hot mic insulting his supporters.,a tweet,"['Census', 'Stacey Abrams']",1,2,5,0,1,0
800,FALSE,Facebook posts,Says actor Kurt Russell said this about the police.,a Facebook post,"['Census', 'Stacey Abrams']",1,2,5,0,1,0
801,FALSE,Viral image,A common cold can cause a positive COVID-19 test.,a Facebook post,"['Census', 'Stacey Abrams']",1,2,5,0,1,0
802,fire,Facebook posts,Says Tom Hanks’ name is on Jeffrey Epstein’s flight logs.,a Facebook post,"['Census', 'Stacey Abrams']",1,2,5,0,1,0
803,FALSE,Facebook posts,“America was the ONLY country that ended” slavery,in a post,"['Census', 'Stacey Abrams']",1,2,5,0,1,0
804,mostly-true,Wisconsin state Senate Democrats,"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota, Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""",a news release,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
805,FALSE,Van Wanggaard,"Says he opposes statewide mask order because it would require him to “wear a mask in my house, or walking my dog.”",a news release,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
806,FALSE,Facebook posts,"A patch on law enforcement officers in Portland is for “ZTI solutions, a PRIVATE contractor.”",an image,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
807,fire,Viral image,"Photos show Portland, Ore., after protests.",a Facebook post,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
808,FALSE,Facebook posts,"“The NFL agreed to give the domestic terror group, BLM, 250 million dollars.”",a Facebook post,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
809,FALSE,Facebook posts,"""Black Lives Matter is a terrorist organization.""",a Facebook post,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
810,mostly-false,Facebook posts,"The longest filibuster in U.S. history was 75 days and “took place in 1964, when Democrats tried to block the Civil Rights Act.”",a Facebook post,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
811,FALSE,Viral image,A photo shows Portland protesters pointing lasers at federal officers.,a Facebook post,"['Public Health', 'States', 'Wisconsin', 'Coronavirus', 'Wisconsin state Senate Democrats']",0,1,0,1,0,0
812,FALSE,Michael Schraa,Says wearing masks has been “proven ineffective.”,an interview,"['Public Health', 'Wisconsin', 'Coronavirus', 'Michael Schraa']",0,0,0,0,1,0
813,fire,Facebook posts,"“If you have worked during the COVID-19 pandemic, the Department of Labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.”",a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Michael Schraa']",0,0,0,0,1,0
814,FALSE,Viral image,“SpongeBob’s license address is Jeffrey Epstein’s private island!”,a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Michael Schraa']",0,0,0,0,1,0
815,FALSE,Viral image,“Joe Biden takes a knee after spotting an American flag near his childhood home in Pennsylvania.”,a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Michael Schraa']",0,0,0,0,1,0
816,FALSE,Facebook posts,“American coronavirus vaccine killed five Ukrainians.”,a Facebook post,"['Public Health', 'Wisconsin', 'Coronavirus', 'Michael Schraa']",0,0,0,0,1,0
817,TRUE,M.J. Hegar,"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",a speech,"['Health Care', 'Texas', 'Coronavirus', 'M.J. Hegar']",1,1,0,0,0,0
818,FALSE,Viral image,“Hurricane ‘Hanna’ hitting Texas has blown over part of a border wall.”,a Facebook post,"['Health Care', 'Texas', 'Coronavirus', 'M.J. Hegar']",1,1,0,0,0,0
819,half-true,Steve Nass,“Local governments are making these (COVID-19) decisions on inaccurate data because the negatives are not being entered … across the state of Wisconsin.”,a radio interview,"['Wisconsin', 'Coronavirus', 'Steve Nass']",0,0,1,0,0,0
820,FALSE,In Florida We Trust,Florida state Senate candidate Ray Rodrigues “is promoting illegal immigration.”,a Facebook ad,"['Immigration', 'Florida', 'In Florida We Trust']",0,0,0,0,1,0
821,FALSE,Facebook posts,“Portland goon squads were Blackwater contractors not federal officers.”,a text post,"['Immigration', 'Florida', 'In Florida We Trust']",0,0,0,0,1,0
822,half-true,Jim Justice,West Virginia is the state with the oldest population.,a press conference,"['Immigration', 'Florida', 'In Florida We Trust']",0,0,0,0,1,0
823,fire,Facebook posts,"Say that according to the Los Angeles Times, “95% of warrants for murder in Los Angeles are for illegal aliens,” more than two-thirds of all births in Los Angeles County “are to illegal alien Mexicans” on Medicaid, “nearly 60% of all occupants of HUD properties are illegal,” and Nancy Pelosi “wants to put a windfall tax” on retirement fund profits.",on social media,"['Immigration', 'Florida', 'In Florida We Trust']",0,0,0,0,1,0
824,FALSE,Facebook posts,Says the NIH “15 years ago published a study on chloroquine. It is effective against COVID-(1).”,a Facebook post,"['Immigration', 'Florida', 'In Florida We Trust']",0,0,0,0,1,0
825,FALSE,Daniel Gade,“@Mark Warner and his party bosses are calling to defund the police...”,a tweet.,"['Criminal Justice', 'Public Safety', 'Daniel Gade']",0,0,0,0,1,0
826,fire,Viral image,Photo shows “huge charter busses” Black Lives Matter bought “to transport members to riots.”,a Facebook post,"['Criminal Justice', 'Public Safety', 'Daniel Gade']",0,0,0,0,1,0
827,FALSE,Facebook posts,“Walmart has just pledged $100 million to Black Lives Matter.”,a Facebook post,"['Criminal Justice', 'Public Safety', 'Daniel Gade']",0,0,0,0,1,0
828,half-true,Facebook posts,"Social media posts claim the U.S. Postal Service “says you should give mail in ballots at least 14 days roundtrip. So, if you plan to vote by mail, election day isn’t November 3. It’s October 20th.”",social media posts,"['Criminal Justice', 'Public Safety', 'Daniel Gade']",0,0,0,0,1,0
829,FALSE,Viral image,Says Joe Biden is formally listed as criminal suspect in Ukraine case involving his son.,a viral image,"['Criminal Justice', 'Public Safety', 'Daniel Gade']",0,0,0,0,1,0
830,FALSE,Stella Immanuel,"“This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You don’t need (a) mask. There is a cure.”",a press conference,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Stella Immanuel']",0,0,0,0,1,0
831,FALSE,Joe Biden,“McDonald’s (makes) you all sign noncompete contracts that you cannot go across town to try to get a job at Burger King.”,a SEIU roundtable discussion,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Stella Immanuel']",0,0,0,0,1,0
832,fire,Facebook posts,Says Mark Zuckerberg's real name is Jacob Greenberg and he’s the grandson of billionaire David Rockefeller.,a Facebook post,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Stella Immanuel']",0,0,0,0,1,0
833,TRUE,Joe Biden,"On home health workers’ low pay and limited benefits, “40% are still on SNAP or Medicaid.”",a campaign speech,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Stella Immanuel']",0,0,0,0,1,0
834,FALSE,Joe Biden,No U.S. presidents elected before Donald Trump were racist.,a town hall,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Stella Immanuel']",0,0,0,0,1,0
